qid,subdomain,u1time,u2time,u3time,u4time,u5time,u6time,u7time,u8time,u9time,u10time,average
CH15,Amorphous Solids,69.07213550635892,55.9619189752136,54.20626880453131,65.37916295327747,76.32790864817977,36.792892692489154,37.64702716025798,76.64107045117055,63.1292714845438,44.808438540481426,57.99660952165039
CH16,Amorphous Solids,38.65396119983997,70.65928653840797,65.94047325978887,46.98733856263716,70.16844880541777,75.21954173036492,88.96012532236477,85.53071083842995,32.687754896832026,45.90647708210998,62.07141182361934
CH17,Amorphous Solids,81.95854143036567,62.24789552419411,68.61482024613517,56.74434325028501,41.13573970329857,57.52360169144881,50.43495437144692,75.99072520461712,86.19812173268295,75.82475167478172,65.6673494829256
CH18,Amorphous Solids,57.027634811123605,31.263639164858834,83.46026193255358,66.81308094231056,38.123515514251274,38.0413399941593,48.353606988211055,34.76472754239278,58.05422078781853,77.34822765059619,53.32502553282757
CH19,Amorphous Solids,87.6359567752908,79.32705866243026,86.11504081150855,54.04472752841417,39.833331616342015,40.02903157444859,70.83833676886101,34.79980591245506,33.88334344260928,43.141010083052734,56.964764317541245
CH20,Amorphous Solids,57.96571329597398,61.64284834938588,72.53720938712226,82.22852703150228,58.62223062172203,37.875926868139,52.54724122900708,86.969832927467,54.1497877193528,59.74101988307178,62.42803373127442
CH21,Amorphous Solids,87.44059931960012,58.496909963117076,32.384546467121034,66.10562301357137,86.20551626870397,44.923253642027944,69.05194879804958,74.62409025767164,80.67232592726008,54.147225718893814,65.40520393760166
CH22,Amorphous Solids,57.24251319659272,40.78998092415781,65.46969022442065,65.0651492135992,63.50097689402924,82.16063887830745,70.40832162181908,43.51026607516643,50.968905798361305,61.27954400114357,60.039598682759745
CH23,Amorphous Solids,50.081086054383015,59.390422104226815,32.58459988125297,51.56769604110815,69.78439850574944,53.6425897658047,56.20911421794542,60.49159451428683,67.46864285552556,66.43989837067662,56.766004231095955
CH24,Amorphous Solids,42.50602682736854,70.33969621023041,59.98790950352403,65.0777926569803,64.26997883999223,86.8196961691245,65.47544606319387,48.107974264776566,83.28288621452168,51.73691147253945,63.76043182222516
CH25,Amorphous Solids,46.57872021320881,59.327218104186755,32.0143126062367,82.10997841539782,70.81946474884046,66.96641140610758,61.44284356962092,57.362738200328074,30.864795366394578,55.31912968382582,56.28056123141475
CH26,Amorphous Solids,86.05352554451983,72.83759382406404,81.51152008130549,33.15706853055175,30.637394088712806,88.5104780367347,70.0336655137194,42.265839393851046,56.94188333364569,81.94555391886348,64.38945222659682
CH27,Crystalline Solids,57.58081000901082,67.78180909407202,49.19110273571496,43.08895014129064,79.943736781837,56.44327270234601,64.70975459523486,44.28920282808498,32.692693895684634,76.08740851189452,57.18087412951704
CH28,Crystalline Solids,69.92054553627705,44.8650068799531,67.2766034033459,87.59645265850004,52.74994464182342,32.24687571530071,51.18054139677706,30.69626355335974,74.36788860926094,56.86445573947041,56.776457813406836
CH29,Crystalline Solids,86.61772869672407,36.01821150675154,88.31324032804302,65.31378513125058,49.1398004021861,31.181545859794177,67.54008361970216,73.15214665688839,60.75507612906783,48.589721400105425,60.662133973051326
CH30,Crystalline Solids,82.66175270411415,74.0685044690077,59.31505324132939,73.83395537426946,37.29159544883156,51.4646149934684,78.27686279856783,44.32213045283974,68.8965571194607,35.61100635328717,60.574203295517606
CH31,Crystalline Solids,74.72144854003672,78.09009459747463,47.34935184733082,79.99946224438413,34.37959903641566,48.51637188222018,63.81210620675793,37.04574011470615,36.77860591670777,30.307318860971886,53.100009924700586
CH32,Crystalline Solids,34.88708527979807,54.9175660523345,87.5161861348607,36.016286026989434,88.89306515904448,30.10774970915129,57.65168620487587,49.547034192051626,87.57265799157099,88.30616026032612,61.541547701100306
CH33,Crystalline Solids,72.22899115775286,89.4914318863585,86.4210929621263,79.00267950120534,45.02256240111997,60.81890304682709,49.44609699955485,83.26857110666754,50.32912551907562,72.45756534386888,68.84870199245569
CH34,Crystalline Solids,58.02735177091,52.22473664074228,41.220595551361555,80.03884670971257,39.775610927231725,30.929358978303714,61.884567822849505,33.49206490971729,38.10024631547396,69.40373095269018,50.509711057899274
CH35,Crystalline Solids,67.48491378406204,51.446904874283916,48.898082046850256,60.51882087223304,87.61967172232308,39.41704307372542,34.59007642896193,65.76852882463695,87.2513087660063,53.43530171201626,59.64306521050992
CH36,Crystalline Solids,61.37060689368212,83.29429241245731,62.02608042156895,78.39305195077439,51.60775390865613,79.82281235282366,43.079565353865306,77.81986827437365,51.67881395958564,83.57469459068585,67.26675401184731
CH37,Crystal Lattices & Unit Cells,43.93394283779754,48.77113721695076,83.6895839778438,70.08366459713875,79.65663148837453,30.011030009411353,33.09152407834943,59.99902580231842,46.20447562170867,54.09761530878566,54.95386309386789
CH38,Crystal Lattices & Unit Cells,57.33210191583034,73.1138795410198,75.71237554334238,44.20551869392754,88.44177029970787,88.71484455280262,78.23683457617267,70.75520600280933,53.56073796975184,72.97223289183515,70.30455019871995
CH39,Crystal Lattices & Unit Cells,33.09321871653831,54.27618781978193,54.76152294912261,58.03341197414431,78.171502144137,80.9254472503435,57.86092586116921,55.45562516567572,58.78379483038817,77.00708782154763,60.83687245328485
CH40,Crystal Lattices & Unit Cells,60.00208053409476,71.67539361251953,87.26375409560964,74.34294790136144,58.74791485876908,62.782518345881364,55.164102433194266,30.983664781976625,75.98186531553326,36.9418643176063,61.38861061965463
CH41,Crystal Lattices & Unit Cells,65.18527739605318,86.42807073006179,44.80309476357213,77.81591880438614,83.37462744037833,48.81964679177114,76.8728019587059,51.80353172863081,40.23516098235049,43.170082646409284,61.85082132423192
CH42,Crystal Lattices & Unit Cells,36.34905971162801,65.86674152016718,87.71270570575118,64.73802332422727,69.59261755059308,86.14672042600014,75.92606457072617,83.94460581066063,53.67506283869018,66.09547341423352,69.00470748726774
CH43,Crystal Lattices & Unit Cells,48.14924276295138,66.13662733340774,35.59454742400555,42.31146070220734,60.536702528752315,51.70737559460205,42.944547682514326,79.25276571140904,81.22492285051433,77.94001213391704,58.5798204724281
CH44,Crystal Lattices & Unit Cells,89.61244337335532,57.907335299889894,43.96223261476056,32.213627591093115,34.27911240215153,47.2263162235608,68.95312946517873,83.28983902667946,51.995132949657815,73.01152564760407,58.24506945939313
CH45,Crystal Lattices & Unit Cells,84.59401814635655,73.95965316019857,47.498474706968146,70.66151786960799,78.34000512770396,71.88947842211533,87.15982813149105,72.725922079585,43.748423420927786,78.10868564332296,70.86860067082773
CH46,Crystal Lattices & Unit Cells,72.26602112082671,58.51537812022215,61.88357611122299,43.38790566929062,43.366445249012045,50.16392742815638,61.50461375306669,39.277250598859325,31.5704120465075,79.01522311171723,54.09507532088817
CH47,Crystal Lattices & Unit Cells,68.59935641427327,59.48876898372848,38.840812152606,34.019640082492344,40.608792507896155,84.4400963656231,53.10300239998281,38.98743051923213,87.90739568437475,50.18394004038755,55.617923515059665
CH48,Crystal Lattices & Unit Cells,49.429624081193175,47.444421969956295,38.4374352575159,53.757588144937046,85.63352951067164,37.235272970713986,74.98166143688013,47.6416159366192,35.06249712048098,53.05984233014164,52.268348875910995
CH49,Crystal Lattices & Unit Cells,49.539366983353965,78.43461225375609,56.75265952429211,64.16963837835351,44.51843573434786,69.47216172991091,83.01959192596652,42.65963168387388,82.89099896467133,45.915028520129766,61.73721256986561
CH50,Crystal Lattices & Unit Cells,87.30830359020914,32.10983709186979,86.6177053351808,31.70109256331378,80.31520826321614,37.47251032431089,31.788634782585465,52.65776534308426,78.72766775946322,76.99393012220699,59.56926551754404
CH51,Crystal Lattices & Unit Cells,51.40562357443163,35.03459545260952,33.88108394214346,77.96676858388314,72.38322660266152,41.69269546519989,81.28547518915138,37.71601592796617,85.75592777418231,44.468881337169634,56.15902938493987
CH52,Unit Cell Atoms Number,32.07977530536172,78.56286239880858,71.84590317859829,39.59887208987073,48.085820935023136,79.8781190636869,85.27413281136722,47.08964669632955,50.922132704908975,35.233018637975654,56.85702838219308
CH53,Unit Cell Atoms Number,61.0936731009576,72.78444241385326,82.30606623565096,30.213636645882097,85.34513682558028,83.28608604355838,49.26394583543192,53.24347099585815,77.30783777379821,56.7740806461742,65.16183765167452
CH54,Unit Cell Atoms Number,50.23266279870398,74.01955231202118,84.62340410119856,79.72198739712672,60.35615855950005,66.53177751779765,83.51081305291959,65.57509868415436,89.20714012191016,59.86500139698468,71.36435959423169
CH55,Unit Cell Atoms Number,33.74508567613765,77.22513816485912,38.339918651210084,66.16743086236824,47.12227835047227,62.53304800803983,86.46454595801531,53.961565451166955,74.66583885238991,54.00943627994761,59.4234286254607
CH56,Close Packed Structures,38.69924883981123,46.8179478746032,52.766526610307146,86.54839625139846,44.183448929620816,39.45188087373005,61.72021752853293,35.42580541659056,87.05432289824691,78.04416691499547,57.07119621378367
CH57,Close Packed Structures,67.96184203432756,61.45460041751598,57.98924716067262,62.164600826034224,54.20999185286807,80.43655373538888,81.73495419176862,72.99735348634948,34.392686577688636,86.52500639934996,65.9866836681964
CH58,Close Packed Structures,74.18857781377112,80.81995513183747,33.56441188891799,66.14465055209882,63.12678880121655,87.16498415913475,40.32130799497221,40.578601780423114,46.351283557046045,65.45259991879473,59.771316159821275
CH59,Close Packed Structures,60.22092613887662,75.58445387049719,44.348614863260316,69.1472469673418,36.848424841705615,52.18193545424114,43.47971746711665,81.1160297554695,69.08679442143067,64.68133565200557,59.669547943194516
CH60,Close Packed Structures,34.14137468572646,56.50290143018826,55.02903317211877,54.62745065941711,59.818871210930155,75.37916970906335,72.06068815964221,89.73366454365708,41.068206463704186,71.5377907702499,60.989915080469764
CH61,Close Packed Structures,54.88506665538795,81.40898781832371,54.30732757803159,84.08324110349707,51.90176313079887,35.97284123796837,31.39761485389405,58.271161871205706,69.27668402521269,89.14973691082484,61.06544251851449
CH62,Packing Efficiency,82.86219361171555,88.194124128238,40.1657048925654,52.860985787864166,54.922567031465604,81.66121941672532,50.12104746969349,49.808535834553155,65.38983702432492,63.21054973761101,62.91967649347566
CH63,Packing Efficiency,63.872583480728764,85.1646814224376,53.50072966589618,77.34133975592702,76.65266699688232,82.69643303294481,59.58527924524965,71.7132266262841,47.15961330006764,85.5485188688009,70.3235072395219
CH64,Packing Efficiency,67.37436823485154,84.72740298148909,87.8056565878606,30.54734693628139,66.82054319323967,60.31762177089206,81.20516522599334,32.93959225677234,61.11379904388426,38.39690048406633,61.12483967153307
CH65,Packing Efficiency,56.65819976794137,71.75266111004946,32.91630777917121,32.78714819551062,55.87436780668244,53.467528263963985,84.6879900731626,50.363149480898244,37.27845542943599,41.10444980046704,51.68902577072831
CH66,Packing Efficiency,36.86718974735524,46.17858984605944,82.5817762483951,30.881945446197353,62.327533779427725,34.68824708174512,75.43582625840168,43.54167991245856,39.40553256846731,39.772275494751845,49.16805963832594
CH67,Packing Efficiency,64.1725471752284,61.525981138387515,77.02782527374168,35.03720398965643,76.27465079036008,87.94013792771625,77.99308961809164,62.47057794754564,82.34108195789636,63.27641318254526,68.80595090011694
CH68,Packing Efficiency,80.43898699789963,70.05377110092189,32.5346961989269,81.07138171796676,67.12441426635823,37.842322463374614,58.22475312430953,67.18499607454851,38.38635134620491,63.34622829488736,59.62079015853985
CH69,Packing Efficiency,71.79950748604824,40.80226733601471,31.963313758064494,42.41859965370452,35.97946952014734,32.39436820254533,80.5005866205379,47.52565075063443,55.78020707217417,41.686956304064296,48.08509267039355
CH70,Packing Efficiency,70.26481759133078,84.09599883427308,48.536255181997035,85.91046593900016,72.99577483582942,85.60196330046625,68.35151676428137,30.05364623588835,69.85755075579533,39.18388031793086,65.48518697567926
CH71,Packing Efficiency,35.462210068375164,31.539532267845594,72.53050201976392,43.08773544991231,85.77024234626379,67.75433409989256,85.80086681938631,77.18184658904846,71.64222202866321,88.40905603403809,65.91785477231895
CH72,Unit Cells Dimensions,55.53148401922742,61.03585250716014,47.68940142649883,35.221082543885096,89.75903936867164,87.91891141524013,42.537682760143376,70.29040461447674,43.28752634220544,36.214120294833315,56.94855052923421
CH73,Unit Cells Dimensions,38.40336210755119,51.16512420834745,78.35926820984551,56.67397177792853,47.70462017050877,68.92642749344466,42.121224606008155,35.87384085731116,87.78604238281306,58.4147044911296,56.54285863048881
CH74,Unit Cells Dimensions,88.06499990208076,89.68899059108344,42.27156147214842,46.475577828351206,59.2869192154501,80.66684413175682,36.85436886781923,37.782800396932416,77.60344233071757,42.385263907588865,60.108076864392885
CH75,Unit Cells Dimensions,42.60373787336901,74.97790724578114,86.34920215812556,59.49895775951852,82.06437664096904,32.55234851653097,73.82438053813729,66.83951101636862,59.070452211211844,65.75300791549284,64.3533881875505
CH76,Unit Cells Dimensions,86.1246851670236,64.0332638050287,38.2110108093514,38.71933082721626,71.83306150395696,70.82587737442519,32.25999382923383,38.01689998356565,35.378740815415036,33.8052036982721,50.92080678134887
CH77,Unit Cells Dimensions,37.132845015557706,54.67665870474383,76.18551030533679,35.86271581428513,86.07573546196015,48.23503932868747,37.79182206568607,69.37091035181336,69.66274475731086,32.07734991790512,54.70713317232866
CH78,Unit Cells Dimensions,78.7907502268447,62.47659015436762,58.007249885643404,82.77504809032628,52.13048419712245,57.773485212081106,47.56807109197972,47.817315764372964,48.49515018783839,84.64183181866753,62.04759766292441
CH79,Unit Cells Dimensions,82.56157081994711,88.79073027157688,77.13257944626974,33.370449842367314,48.499613694380415,40.045731776874405,47.978909302453516,46.40986046270617,34.80281246923465,69.20510936300745,56.879736744881754
CH80,Unit Cells Dimensions,80.62733977701859,55.333098099377715,66.52392459845245,58.91433089392758,55.664752614778045,70.41491942179758,40.27090408091301,55.8267764330008,84.21172341856523,49.160846412776905,61.6948615750608
CH81,Unit Cells Dimensions,42.3535438774214,81.25368691624404,62.71364879529165,84.70459643214218,35.5687712862384,54.9490387301192,54.375146256647454,82.6119453701068,65.15389213983269,87.28953032405815,65.0973800128102
CH82,Solids Imperfections,62.056508325015955,64.85362881094885,66.06703753805351,54.64006916232052,71.5082087301943,68.08957670389788,76.4626285459911,65.0884777642951,46.995011520058895,55.28617860842721,63.10473257092033
CH83,Solids Imperfections,33.19774745383662,86.02793203864861,71.34730641389052,71.77093131360073,56.137906834980456,67.18728678634506,63.17531962810945,34.303543086144984,79.1334842467964,33.44439771433101,59.57258555166838
CH84,Solids Imperfections,40.40476470558988,38.526903169226216,53.2633213568227,40.9777067621804,49.153651072513455,45.201417173303774,43.281257456992655,81.55391599597839,62.083523801014316,52.913346500474006,50.735980799409575
CH85,Solids Imperfections,39.143808503462836,67.60294705948925,60.27488109297157,72.0340581813449,32.445059954077585,87.44369856371145,39.754045217648766,68.73438495771762,85.35254151537053,82.91679764225158,63.570222268804606
CH86,Solids Imperfections,69.25164858783285,38.99068281643346,43.242074468414486,53.711507881999566,48.32959940093796,63.91398358250028,43.33494134817075,59.385098361291114,31.580777334519638,62.51349152586498,51.4253805307965
CH87,Solids Imperfections,37.174843469348986,40.710738390890064,61.764310881566175,76.34465539175426,53.77731034292779,45.701990727927786,67.66144985928172,89.9201645947943,52.94235604187457,35.822423672565826,56.18202433729314
CH88,Solids Imperfections,77.57731933194819,37.77361724895664,87.19208815636907,80.9656965999871,30.022313692186543,57.339162759993265,53.984830924782926,76.9988524159116,60.69563638944079,38.920194853705475,60.14697123732815
CH89,Solid Electrical Properties,61.82739564102431,80.70944433353807,35.11426109601726,68.56261063558901,52.4158999148862,50.581903722829615,36.04727480049351,88.20716544984583,32.81197894020909,48.54614488278416,55.4824079417217
CH90,Solid Electrical Properties,74.2805588531244,75.10104150713468,39.64703040910579,47.45188276625913,49.517705568170584,71.82537924326576,38.33112498096318,40.639807392919714,33.61876338805943,81.41127030896283,55.18245644179654
CH91,Solid Electrical Properties,50.32581347706776,74.78050646455674,59.09114159103706,44.43860896422193,38.29749799712214,31.362538619996826,76.45596992220845,67.38938639945957,73.52166173423763,54.0077561758103,56.96708813457183
CH92,Solid Electrical Properties,59.159742061707476,48.12575858268167,54.7212835080301,82.15850647933976,49.4545118287235,54.12277911068037,74.99732631878848,70.59670318307735,33.840845283872525,30.998294265592524,55.81757506224938
CH93,Solid Electrical Properties,87.62923123022952,40.142706366738516,56.05934861470354,87.866898663034,49.57724111017031,38.31710024804657,54.61697426142584,58.135011829062606,77.89548104451634,48.74009472907868,59.8980088097006
CH94,Solid Electrical Properties,43.59917175906525,57.76616040351915,62.461106187231515,71.83470151862062,86.56036435908985,46.02770769030262,81.98862033608816,43.3601517452379,87.71682536568392,62.430697407866596,64.37455067727056
CH95,Solid Magnetic Properties,43.619236075550845,68.39531670694072,78.75671172090281,66.72322375320917,33.17555422512619,82.26201173597347,79.56517665657513,68.77482645725824,47.6826137162515,83.8468416908007,65.28015127385888
CH96,Solid Magnetic Properties,49.12807850168788,45.26058318960932,78.47373816186331,53.50633847786137,45.72227028951018,46.45076542600961,69.66563993528837,69.90557265487254,40.33731968888209,34.478725358489484,53.29290316840741
CH97,Solid Magnetic Properties,42.92529545004147,53.06607135428476,46.50412834765342,83.45993453028716,84.81375973004188,83.42057147994475,66.82272958505543,63.668571288344175,66.74027596882136,75.33143033472473,66.67527680691991
CH98,Solid Magnetic Properties,37.583211152175586,89.71486278729398,69.84355947177605,66.43010564770651,54.22047200115031,55.82597834814401,83.21881742243077,64.04755464591848,45.390074798932275,65.86570835727633,63.21403446328043
CH99,Solid Magnetic Properties,59.84143270530405,39.70204740147392,47.54037176637463,85.78788478068758,74.78113868001721,80.00166792487617,45.990856334771394,55.011344218907254,81.1020658753624,74.28792919388955,64.40467388816641
CH100,Solid Magnetic Properties,75.27482272784533,40.281205170935976,52.33299019574369,65.79895233865986,70.14529000047031,66.60140504374175,82.83957106558567,55.95126152345412,75.83925604879639,87.77020338233416,67.28349574975674
CH101,Solid Magnetic Properties,32.35230888114058,32.95444248074764,69.25119121253593,80.5003633268622,83.93387402563562,68.88412575821143,89.07921005006138,31.806370694307944,82.2034153657116,39.51441684355781,61.04797186387721
CH102,Solid Magnetic Properties,48.047649535827254,35.455038196680235,32.994943238533196,66.3221615960399,82.64608726011284,66.85547964940076,44.852800663001744,30.307107734494313,78.67094985212776,34.98891808247421,52.11411358086922
CH103,Solid Magnetic Properties,48.28877472592416,62.61206710290213,52.14026683639885,38.741867045454,88.98822032679894,38.46212077119048,87.49477294294189,42.92117563618186,66.23080160894224,80.56560982969089,60.64456768264254
CH104,Solid Magnetic Properties,71.4185092347818,55.757212597111945,77.73548010554128,54.12651311938721,73.57958506737879,48.247979937432895,78.05798892213929,41.86498235210588,88.01251940886539,67.81880908704844,65.66195798317928
CH105,Solutions Types,89.9488042788062,85.04411174143468,79.47659513729829,57.438815732378714,42.880865666040336,80.05971550381821,30.831971128069917,86.91790865708421,51.93473816441542,87.96889853127871,69.25024245406247
CH106,Solutions Types,44.503203726445214,30.02719254476716,66.05206436163537,88.5483253168116,88.80281049475246,57.83618078521773,89.05958886903966,79.24534248852677,83.47344232310753,78.8626794339502,70.64108303442538
CH107,Solutions Types,89.65901069019989,31.955709211050657,76.92933449283174,37.8744194719533,72.57764984594552,60.80827063748891,65.56573035383585,74.8760639307765,62.813969557657394,49.52144505876171,62.258160325050156
CH108,Solutions Types,32.0421906821205,85.63965126753226,47.894228276577,72.05630739900549,58.07885077584473,82.50902468968243,69.92376741196028,51.16087309116277,83.8993062498096,46.97334867599281,63.01775485196879
CH109,Solutions Types,61.199261838148665,69.13052179819792,54.601877050303585,70.01615881255194,38.74006100892184,30.409495428327077,55.96750331041443,75.42258665612499,34.318799120091164,79.44980884054183,56.925607386362344
CH110,Solutions Types,76.81988632253606,40.81423069511698,61.86824970601428,52.29501592025878,84.33418774768475,50.24335376514455,41.67629929679768,46.83868704952716,74.6824705976862,40.65728763123552,57.02296687320018
CH111,Solutions Types,49.862716262192464,49.011756984886986,33.97228624851118,62.26500354858066,63.25827364603222,56.17411201772294,64.50023413988428,42.33215509361316,45.02036245551628,84.10567469555306,55.05025750924931
CH112,Solutions Types,62.74279192190172,72.31701023629702,56.0017839833383,82.18093903220014,31.123557624650612,52.860613740043654,82.57374151230162,86.01562998586354,43.899633754816556,42.914030278054696,61.262973206946796
CH113,Solutions Types,87.25809563935763,40.89947442689342,38.75489190948263,89.12534077397027,55.35772680389383,88.65011706349205,68.47015542120616,58.20283641153118,53.667818395103154,32.56857451953463,61.2955031364465
CH114,Solutions Types,69.43137384705608,33.60172315542529,45.57853443395874,49.70249315753084,63.17108498157945,40.558821336572045,86.94774826762037,40.46245627697118,77.74931187682036,67.63782182885838,57.48413691623928
CH115,Solutions Concentration,52.91212182385524,58.67024163471976,78.7390070034573,31.528364307220315,87.66534163013432,40.02924060996045,47.23598300111606,33.50148613362633,57.760391289495765,35.39894264242322,52.34411200760088
CH116,Solutions Concentration,85.62913295121703,70.1743255742703,85.39713508416925,65.78180945264545,77.44224170361045,64.08116505716674,75.52947602960009,41.01246969545649,76.78786339075323,82.26495310933228,72.41005720482214
CH117,Solutions Concentration,32.13500505641824,87.35435575186844,54.83386375574537,48.42893572453515,31.17297629067582,44.69732826062017,35.86329474332507,37.52459589586477,61.52327671658514,79.4866766030793,51.302030879871744
CH118,Solutions Concentration,34.84695632314501,70.2183958675854,77.62203879442876,33.258354918720784,67.38070831111892,30.648305585349053,35.3583716611866,77.86290079423357,65.30247866404292,31.868963578226015,52.4367474498037
CH119,Solutions Concentration,43.93744588139738,58.46795914938899,52.46507778870314,86.84237848594755,58.85981212324382,68.66592801577025,77.95541461402577,32.59638656383013,34.056603107375096,88.73891300444646,60.25859187341286
CH120,Solutions Concentration,75.80137694197171,51.09055062725931,63.65490868373121,83.44679081685874,30.226720584577116,46.757362282406795,80.50248752116292,36.6686352030669,39.99085282192788,62.88135075175753,57.102103623472004
CH121,Solutions Concentration,58.01078922751775,86.52989908181874,79.969391199292,74.25447826245873,44.86182855003636,35.441178549257415,45.89303743252863,66.09109679676467,53.32918904537988,85.03378877573583,62.94146769207899
CH122,Solutions Concentration,87.61276334370498,84.80152196432151,48.69863205574191,70.93757195603601,48.736492086130895,61.43072773591649,63.05037397502809,59.90161808579725,46.927290508489826,66.09120938867899,63.81882010998459
CH123,Solutions Concentration,62.06712929776395,83.00093916975283,76.94062221543766,49.14864057354174,56.43653519511079,71.57527706609804,30.571211997224207,52.38711873560378,87.26911968407057,50.968885283328376,62.036547921793186
CH124,Solutions Concentration,81.60275010021746,53.13014816174572,74.00596909297683,54.167325510539804,67.27551400551012,39.1939923887965,30.626022467424477,53.206640576991205,76.41719682865313,44.68637134996888,57.431193048282424
CH125,Solutions Concentration,51.86118907593442,81.31248204590233,66.69518011636652,78.4165356526926,81.940553064825,47.6029046177961,57.920928763291954,31.562350285151417,82.61154639246448,87.70930195833975,66.76329719727646
CH126,Solutions Concentration,47.615862046268234,75.28386237368352,66.3251246664528,64.68487999411806,61.03024313572718,78.66760193747206,71.72542193724098,69.19331930936804,89.37956080397691,80.68170688467532,70.45875830889831
CH127,Solutions Concentration,40.84738726120547,61.144383118581516,64.47373126139063,34.55344411998831,78.15758206056196,56.56257927424579,89.94545245461879,65.61772498353781,63.99440504271583,54.95563875818231,61.02523283350285
CH128,Solutions Concentration,38.75693936948693,30.850290143654966,54.51590183946087,48.05865026356666,70.13498619381966,65.21859828535742,60.691483785633054,44.18523298643299,36.57784008502753,49.68157130585704,49.867149425829716
CH129,Solutions Concentration,71.51328804555574,39.196939708430634,49.728797117966074,84.76237518631737,84.36271376631947,32.88542608021481,46.00132150102134,36.387113222421455,58.66608865821357,62.572487209286734,56.60765504957472
CH130,Solutions Concentration,76.70212827560303,54.83155762498675,32.4703568164893,62.827982844736844,69.73397982366603,33.736667601520786,58.111523085838485,76.02824365394908,43.96004902811015,58.39919890560017,56.680168766050066
CH131,Solutions Concentration,56.90255332041235,71.00807062792583,75.32060353834495,53.183267314716254,37.8915035592529,67.4062269261745,64.42125653504257,54.26823182620983,89.37490107544888,56.71456884065589,62.6491183564184
CH132,Solutions Concentration,67.54326267876709,86.65577547237342,87.73419718358346,89.03268306934388,68.26249954047384,52.370377202467296,51.852724156934485,32.91382512579045,86.647000897325,58.44506501851611,68.1457410345575
CH133,Solutions Concentration,43.91068398347159,74.34190844730728,77.40770680890478,68.61304777670061,40.462954180012694,84.1524666571655,49.10362148923687,84.52269257278189,50.89830571708926,64.31290048698656,63.7726288119657
CH134,Solutions Concentration,44.53854150542835,57.26258308455289,62.66260902845032,60.2377546867523,43.75377020837437,32.582322490398155,50.72125730664006,55.93262476154038,31.33865392323907,88.31459925052005,52.73447162458959
